gene,importance,rank,method
Ctsl,0.017310943983201734,488,Geneformer
A2m,0.017268425335505454,489,Geneformer
Ms4a6c,0.017263628747578696,490,Geneformer
Paqr6,0.017233374756302017,491,Geneformer
Pln,0.0172294984901405,492,Geneformer
Thbd,0.017227041661480157,493,Geneformer
Ptprb,0.017213585630170714,494,Geneformer
S100a11,0.01720510478173732,495,Geneformer
Gapdh,0.01720395285592199,496,Geneformer
Rab7b,0.017202172018828753,497,Geneformer
Slamf7,0.01719495931066741,498,Geneformer
Rnase4,0.017190845489913516,499,Geneformer
Chil1,0.017184957025293598,500,Geneformer
Srgn,0.017176211066095706,501,Geneformer
Scimp,0.0171432666898229,502,Geneformer
Tnfaip2,0.017136567144879263,503,Geneformer
Atp1b1,0.017127007185759657,504,Geneformer
Cyp7b1,0.017115065621481063,505,Geneformer
Axl,0.017113043663143427,506,Geneformer
Ogn,0.01709858818848653,507,Geneformer
Ly6d,0.01709089149481907,508,Geneformer
Ifitm2,0.01708748394406895,509,Geneformer
2200002D01Rik,0.01705766848070911,510,Geneformer
Mrc1,0.017051668952343883,511,Geneformer
Slco1a4,0.017051053444676233,512,Geneformer
Cd69,0.01704962680159378,513,Geneformer
Pf4,0.017046767603342037,514,Geneformer
Gm2a,0.0170447609263546,515,Geneformer
Slc6a11,0.01703188487259419,516,Geneformer
Taldo1,0.01702836859532452,517,Geneformer
Perp,0.01700430901319392,518,Geneformer
Cd300lf,0.017001421955388934,519,Geneformer
Fbln1,0.016994292584919544,520,Geneformer
Fscn1,0.016980168465907632,521,Geneformer
Pcsk1n,0.01697821214168136,522,Geneformer
Tmem100,0.016965196409724555,523,Geneformer
Sat1,0.016964746496353537,524,Geneformer
Hebp1,0.01696206008038465,525,Geneformer
Cped1,0.016959877309858016,526,Geneformer
Ccl2,0.01692880662727223,527,Geneformer
Glipr1,0.016925496283883717,528,Geneformer
Cd300a,0.016916842528531737,529,Geneformer
Dpysl2,0.016914067259760576,530,Geneformer
Il11,0.016904439317727952,531,Geneformer
Sod2,0.01690095744667796,532,Geneformer
Emp3,0.016895324584312515,533,Geneformer
Il4ra,0.016893772741116152,534,Geneformer
Col18a1,0.016891674530768962,535,Geneformer
Icam1,0.016871406448965856,536,Geneformer
Cdca8,0.016852859437343323,537,Geneformer
Kazald1,0.016846616501874072,538,Geneformer
Ephx3,0.016844547631764246,539,Geneformer
AU021092,0.016844347299586074,540,Geneformer
Spon1,0.016839031975705254,541,Geneformer
Kctd14,0.01683639332702148,542,Geneformer
Ace2,0.016826847275125054,543,Geneformer
Cdk19,0.016823379387425893,544,Geneformer
Lmo4,0.016812681467862665,545,Geneformer
C5ar1,0.016808269038878092,546,Geneformer
Sept4,0.016788276648500876,547,Geneformer
Igf2,0.016777215429197585,548,Geneformer
Pllp,0.016774550495338467,549,Geneformer
Lmna,0.01676938499058794,550,Geneformer
Vim,0.016757962849912027,551,Geneformer
Pdlim4,0.016751116614096076,552,Geneformer
Vegfc,0.016748868007333443,553,Geneformer
Rcan1,0.016741908811732504,554,Geneformer
Hilpda,0.016741308889596327,555,Geneformer
Slc16a11,0.016738979648391675,556,Geneformer
Cd300ld,0.016725299044116737,557,Geneformer
Slamf9,0.016701228512435752,558,Geneformer
H2-DMa,0.016691049943689692,559,Geneformer
Ctsd,0.01666645387124654,560,Geneformer
Col4a1,0.016660695299458163,561,Geneformer
Ltb4r1,0.016657844568323595,562,Geneformer
Apln,0.01665667271582906,563,Geneformer
Sema3c,0.016642047976799145,564,Geneformer
Rbp1,0.016638391001257812,565,Geneformer
Cthrc1,0.01661697264639113,566,Geneformer
Clec5a,0.01659860358162447,567,Geneformer
BC051019,0.016594239006158352,568,Geneformer
Emp2,0.01659201191143699,569,Geneformer
Pam,0.016576586426906237,570,Geneformer
H2-Q6,0.0165745331534706,571,Geneformer
Plscr1,0.016547940104602143,572,Geneformer
Dusp5,0.0165430969681344,573,Geneformer
Sgk1,0.01654154249978441,574,Geneformer
Ncam1,0.016528066451700112,575,Geneformer
Gm3764,0.01652753973237095,576,Geneformer
Serpinf1,0.016515100587029968,577,Geneformer
Grrp1,0.01651253369982924,578,Geneformer
Hspe1,0.016492927182196762,579,Geneformer
Cdkn2b,0.016477144630037143,580,Geneformer
Bcl2a1b,0.016475629749523373,581,Geneformer
Irf7,0.01646499064208538,582,Geneformer
Hmcn1,0.016462162594992932,583,Geneformer
Bnip3,0.01644891113999364,584,Geneformer
Ccl3,0.01644710680497555,585,Geneformer
Npl,0.016444250329680988,586,Geneformer
Hp,0.016436925728713133,587,Geneformer
Lilrb4a,0.016430445977795024,588,Geneformer
Bgn,0.016418697649575074,589,Geneformer
Sh3bgr,0.016415670464740063,590,Geneformer
Nrarp,0.01640427193695227,591,Geneformer
Ndufa4l2,0.016400410078316413,592,Geneformer
Slfn1,0.016399234080552976,593,Geneformer
Bex2,0.016392598706662584,594,Geneformer
Fam101b,0.01639214863978976,595,Geneformer
Ifi30,0.016387111324768923,596,Geneformer
Hmox1,0.01638265216845457,597,Geneformer
Ddah1,0.016374749918575016,598,Geneformer
Akap12,0.01636951578973966,599,Geneformer
Cd163,0.016355345558071162,600,Geneformer
Ace,0.01635296249695773,601,Geneformer
Nebl,0.0163474644714972,602,Geneformer
Slc7a1,0.01634594967782785,603,Geneformer
Trf,0.01634454382932204,604,Geneformer
1810011O10Rik,0.016341900118818697,605,Geneformer
Lbh,0.016327316500082584,606,Geneformer
